This file contains a list of stations that provided input data to the PRISM run that produced the grid associated with this stn.csv file.
Station,Name,Longitude,Latitude,Elevation(m),Network,station_id
"BYGL1","West Bank 1",-90.4202,29.7886,1,"MESOWEST","297049"
"MBRM4","Mouth of the",-82.4204,42.9738,179,"MESOWEST","297052"
"ORIN7","Oregon Inlet",-75.5483,35.7950,1,"MESOWEST","297053"
"PNLM4","Port Inland",-85.8715,45.9699,177,"MESOWEST","297054"
"LCLL1","Lake Charles",-93.2217,30.2236,5,"MESOWEST","297060"
"FAIO1","Fairport",-81.2810,41.7597,173,"MESOWEST","297062"
"RCPT2","Rockport",-97.0467,28.0217,0,"MESOWEST","297066"
"BUFN6","Buffalo",-78.8905,42.8774,178,"MESOWEST","297068"
"TXPT2","Texas Point",-93.8369,29.6781,0,"MESOWEST","297075"
"BHBM3","Boston",-71.0534,42.3548,15,"MESOWEST","297076"
"GDMM5","Grand Marais",-90.3413,47.7478,186,"MESOWEST","297078"
"BKBF1","I-295 Bridge",-81.6917,30.1917,11,"MESOWEST","297080"
"CASM1","Portland",-70.2467,43.6567,0,"MESOWEST","297082"
"APCF1","Apalachicola",-84.9817,29.7267,5,"MESOWEST","297085"
"WYCM6","Bay Waveland",-89.3258,30.3264,0,"MESOWEST","297086"
"PCLF1","Pensacola",-87.2112,30.4044,4,"MESOWEST","297088"
"ACYN4","Atlantic Cit",-74.4183,39.3550,0,"MESOWEST","297090"
"NTBC1","Santa Barbar",-119.6850,34.4083,0,"MESOWEST","297091"
"ANVC1","Arena Cove",-123.7080,38.9133,23,"MESOWEST","297094"
"LJAC1","La Jolla",-117.2580,32.8667,0,"MESOWEST","297095"
"TRDF1","Trident Pier",-80.5931,28.4158,0,"MESOWEST","297097"
"HLNM4","Holland",-86.2012,42.7681,177,"MESOWEST","297098"
"RCRN6","Rochester",-77.6258,43.2690,74,"MESOWEST","297099"
"MROS1","Springmaid P",-78.9183,33.6550,0,"MESOWEST","297104"
"PSTN6","Sturgeon Poi",-79.0473,42.6913,175,"MESOWEST","297108"
"AMRL1","LAWMA",-91.3381,29.4496,1,"MESOWEST","297111"
"PACT2","Packery Chan",-97.2367,27.6333,1,"MESOWEST","297118"
"PACF1","Panama City",-85.6670,30.1523,1,"MESOWEST","297121"
"PSLC1","Port San Lui",-120.7600,35.1767,159,"MESOWEST","297122"
"OBGN6","Ogdensburg",-75.4945,44.7029,74,"MESOWEST","297123"
"WNEM4","West Neebish",-84.2098,46.2847,181,"MESOWEST","297131"
"CWBF1","Clearwater B",-82.8317,27.9783,0,"MESOWEST","297133"
"NWCL1","New Canal St",-90.1134,30.0272,2,"MESOWEST","297134"
"RLOT2","Rollover Pas",-94.5133,29.5150,1,"MESOWEST","297137"
"PSBM1","Eastport",-66.9829,44.9046,1,"MESOWEST","297143"
"PTIT2","Port Isabel",-97.2150,26.0600,5,"MESOWEST","297145"
"MCGM4","Marquette C.",-87.3791,46.5456,188,"MESOWEST","297148"
"LAPW1","La Push",-124.6370,47.9133,0,"MESOWEST","297151"
"777SE","SCE-3690",-118.5652,34.3202,1009,"MESOWEST","297220"
"778SE","SCE Boulder",-118.9643,34.4147,314,"MESOWEST","297293"
"779SE","SCE-3771",-118.5101,34.3452,522,"MESOWEST","297294"
"780SE","SCE Anacapa",-118.9585,34.3081,230,"MESOWEST","297295"
"ASHO","ASHLAND",-122.7098,42.2171,559,"AGRIMET","299852"
"CVJO","CAVE JUNCTIO",-123.6308,42.1670,422,"AGRIMET","299853"
"EGPO","EAGLE POINT",-122.7526,42.4892,455,"AGRIMET","299854"
"FLDO","FIELDS",-118.5402,42.1644,1263,"AGRIMET","299855"
"GPSO","GRANTS PASS",-123.4562,42.4222,268,"AGRIMET","299856"
"LKGO","LOOKINGGLASS",-123.4784,43.1664,179,"AGRIMET","299857"
"PSLO","PAISLEY",-120.4552,42.6128,1319,"AGRIMET","299858"
"RILO","RILEY",-119.4380,43.4901,1275,"AGRIMET","299859"
"TMLO","TUMALO",-121.3988,44.1582,1044,"AGRIMET","299860"
"781SE","SCE-3681",-118.7334,34.6103,748,"MESOWEST","299939"
"G4658","GW4658 MANCH",-91.4793,42.4873,293,"MESOWEST","299940"
"G4678","GW4678 MARYS",-122.1338,48.0440,85,"MESOWEST","299943"
"AW575","N4SZO MOBILE",-88.1785,30.6320,47,"MESOWEST","299944"
"G4670","GW4670 CLUTI",-92.4167,42.0618,267,"MESOWEST","299945"
"G4674","GW4674 REDDI",-73.4167,41.3255,179,"MESOWEST","299946"
"AW578","KI5PFS SACHS",-96.5925,32.9880,166,"MESOWEST","299947"
"G4669","GW4669 WASHI",-75.2725,43.0488,193,"MESOWEST","299948"
"G4659","GW4659 HOOVE",-86.6587,33.4157,200,"MESOWEST","299949"
"G4663","GW4663 AUROR",-104.7998,39.6707,1710,"MESOWEST","299950"
"G4681","GW4681 NAMPA",-116.5567,43.6227,752,"MESOWEST","299952"
"G4676","GW4676 NEW B",-79.3480,41.0202,468,"MESOWEST","299955"
"G4661","GW4661 MAYS",-74.6827,39.5207,23,"MESOWEST","299956"
"TW110","Crystal City",-99.8600,28.7500,189,"MESOWEST","299960"
"TW111","Kickapoo Ran",-100.4116,29.7734,538,"MESOWEST","299962"
"G4684","GW4684 KEEWA",-93.0830,47.3990,452,"MESOWEST","300080"
"G4568","GW4568 SINKS",-80.5357,37.6395,704,"MESOWEST","300081"
"AW584","N2OCK COMMAC",-73.2867,40.8330,50,"MESOWEST","300083"
"G4634","GW4634 GRAFT",-82.0380,41.2808,252,"MESOWEST","300085"
"SSZIX","SFWMD 38",-81.1340,27.5858,18,"MESOWEST","300685"
"CO222","034E13735RWS",-104.2594,40.2911,1356,"MESOWEST","300735"
"549PG","Hanford",-119.6373,36.3721,77,"MESOWEST","300835"
"619PG","Miller",-121.1714,37.3315,159,"MESOWEST","300904"
"612PG","Telegraph Ca",-119.0640,35.0214,223,"MESOWEST","300914"
"618PG","Barbees Bar",-121.4777,39.7346,499,"MESOWEST","300954"
"565PG","Waterline Ro",-120.3175,38.2840,1434,"MESOWEST","300956"
"JHSWT","Sweetwater",-110.8390,43.5980,2329,"MESOWEST","300976"
"JHDFL","Deer Flat",-110.8320,43.6010,2225,"MESOWEST","300977"
"JHA","JACKSON HOLE",-110.8312,43.6088,2568,"MESOWEST","300978"
"JHTWT","Teewinot",-110.8280,43.5890,1938,"MESOWEST","300979"
"JHTDR","Thunder",-110.8480,43.5940,2414,"MESOWEST","300980"
"DY010","Apple Orchar",-79.5098,37.5175,1288,"MESOWEST","300982"
"CF168","US-6 - Matth",-118.4554,37.7550,1588,"MESOWEST","300993"
"SSEPR","SFWMD 35",-81.3108,28.0222,17,"MESOWEST","300994"
"G4619","GW4619 DALLA",-80.5930,39.9360,397,"MESOWEST","301145"
"G4740","GW4740 FORT",-104.2448,34.4720,1230,"MESOWEST","301146"
"G4613","GW4613 WARDE",-78.5808,39.1058,291,"MESOWEST","301147"
"G4567","GW4567 PETER",-79.1825,39.0033,339,"MESOWEST","301148"
"G4570","GW4570 LEWIS",-80.4798,37.8658,628,"MESOWEST","301149"
"G4569","GW4569 UNION",-80.4438,37.6003,713,"MESOWEST","301150"
"AW598","WA2TQI MOUNT",-74.9825,39.9278,16,"MESOWEST","301151"
"AW596","KE8ZLU LESLI",-84.4307,42.5172,296,"MESOWEST","301152"
"G4603","GW4603 SOPHI",-81.2772,37.7152,734,"MESOWEST","301153"
"G4607","GW4607 ELIZA",-81.3248,39.0073,236,"MESOWEST","301154"
"G4610","GW4610 SPRIN",-78.6795,39.4172,189,"MESOWEST","301155"
"G4745","GW4745 TAYLO",-81.0930,35.9022,350,"MESOWEST","301156"
"G4601","GW4601 OCEAN",-81.5463,37.7212,448,"MESOWEST","301157"
"G4735","GW4735 TAYLO",-81.3082,35.8433,338,"MESOWEST","301158"
"AW593","WX9EMS LAKE",-88.4020,42.5518,269,"MESOWEST","301159"
"G4617","GW4617 BURTO",-80.3797,39.6635,342,"MESOWEST","301160"
"G4728","GW4728 OKAUC",-88.4423,43.1135,272,"MESOWEST","301161"
"G4572","GW4572 MOUNT",-79.2195,39.2870,846,"MESOWEST","301162"
"AW599","N9BID COLBY",-90.3157,44.9100,412,"MESOWEST","301164"
"G4606","GW4606 PARKE",-81.4767,39.3032,265,"MESOWEST","301165"
"G4618","GW4618 LITTL",-80.6380,39.6710,429,"MESOWEST","301166"
"G4574","GW4574 FRANK",-80.3695,37.9050,695,"MESOWEST","301167"
"G4602","GW4602 PENCE",-80.7252,37.6483,471,"MESOWEST","301168"
"G4608","GW4608 BURLI",-78.9418,39.3042,249,"MESOWEST","301169"
"G4614","GW4614 MATHI",-78.7925,38.9102,532,"MESOWEST","301170"
"G4604","GW4604 CHARM",-80.7470,38.0152,923,"MESOWEST","301171"
"G4746","GW4746 ABILE",-99.7710,32.4160,539,"MESOWEST","301172"
"AW538","N0MDC OWATON",-93.2167,44.0713,374,"MESOWEST","301173"
"G4609","GW4609 JUNCT",-78.8492,39.3130,238,"MESOWEST","301175"
"G4616","GW4616 MOORE",-78.9452,39.0967,238,"MESOWEST","301176"
"G4605","GW4605 SAIT",-81.0358,39.3588,253,"MESOWEST","301177"
"AW594","KS8S DESHLER",-83.8927,41.2002,215,"MESOWEST","301178"
"G4712","GW4712 AUBUR",-80.8405,39.0913,264,"MESOWEST","301179"
"G4571","GW4571 WILLI",-80.4323,38.0143,701,"MESOWEST","301180"
"G4714","GW4714 TAYLO",-81.1755,35.9217,380,"MESOWEST","301181"
"AW595","KG4S RICHMON",-84.3498,37.7103,261,"MESOWEST","301182"
"G4612","GW4612 MAYSV",-79.1902,39.0683,446,"MESOWEST","301183"
"G4708","GW4708 SALIN",-97.5915,38.8017,377,"MESOWEST","301186"
"G4573","GW4573 SURVE",-81.3285,37.7763,589,"MESOWEST","301188"
"G4615","GW4615 MOORE",-78.9837,38.9705,300,"MESOWEST","301189"
"AW590","KC9MWQ-13 MA",-85.7078,40.6230,253,"MESOWEST","301190"
"BRDO","BOARDMAN",-119.9231,45.7513,179,"AGRIMET","301355"
"CNDO","CONDON",-120.1766,45.2284,863,"AGRIMET","301356"
"PTRO","PILOT ROCK",-118.7789,45.5345,489,"AGRIMET","301357"
"RUFO","RUFUS",-120.7513,45.6741,277,"AGRIMET","301358"
"591PG","Comsat Road",-121.6490,36.3979,292,"MESOWEST","302250"
"507PG","Kettleman Ci",-119.9555,36.0073,71,"MESOWEST","303198"
"621PG","Phelps Ave",-120.3367,36.1509,197,"MESOWEST","303279"
"DDTRI","Tripp Creek",-107.8608,37.4089,2316,"MESOWEST","303445"
"DDHAR","Hallenbeck R",-108.2942,38.9700,1742,"MESOWEST","303446"
"HPN44","Delano",-93.7802,45.0462,294,"MESOWEST","303639"
"A4983","Sheridan Mob",-106.9614,44.8039,1152,"MESOWEST","303993"
"782SE","SCE-3491",-119.7918,34.5186,920,"MESOWEST","304337"
"617PG","Grover Ave.",-122.0274,39.2173,16,"MESOWEST","304502"
"605PG","Rio Oso",-121.5388,38.9572,12,"MESOWEST","304503"
"783SE","SCE-3456",-119.7255,34.5014,1162,"MESOWEST","305368"
"606PG","Pittsburg 3r",-121.8785,38.0323,4,"MESOWEST","305369"
"784SE","784SE",-119.8422,34.5006,804,"MESOWEST","305718"
"WACSR","Sheridan 2SE",-106.9372,44.7559,1185,"MESOWEST","305883"
"DY011","VT Turf Gras",-80.4124,37.2153,643,"MESOWEST","305910"
"G4764","GW4764 FENTO",-83.7400,42.7060,302,"MESOWEST","306072"
"G4716","GW4716 UPPER",-79.2880,38.7808,479,"MESOWEST","306073"
"G4749","GW4749 ALABA",-86.8157,33.2535,138,"MESOWEST","306074"
"G4725","GW4725 BUNKE",-78.0413,39.3305,149,"MESOWEST","306076"
"G4774","GW4774 NEW F",-81.6005,40.9233,304,"MESOWEST","306077"
"G4768","GW4768 HAMIL",-114.1040,46.2160,1190,"MESOWEST","306078"
"G4733","GW4733 HARPE",-77.7742,39.3662,137,"MESOWEST","306079"
"G4756","GW4756 RALEI",-78.6218,35.8768,138,"MESOWEST","306080"
"G4788","GW4788 COLUM",-83.1030,40.0207,251,"MESOWEST","306083"
"G4730","GW4730 MIDDL",-77.9662,39.3003,159,"MESOWEST","306084"
"G4755","GW4755 CAMP",-122.9577,38.4222,187,"MESOWEST","306085"
"G4762","GW4762 DESTI",-86.4722,30.4075,9,"MESOWEST","306086"
"G4758","GW4758 TAYLO",-81.0447,35.8615,320,"MESOWEST","306087"
"G4769","GW4769 ST HE",-80.4618,32.4138,2,"MESOWEST","306088"
"G4757","GW4757 TAYLO",-81.1158,35.9628,361,"MESOWEST","306089"
"G4732","GW4732 SHENA",-77.8300,39.3478,157,"MESOWEST","306090"
"G4718","GW4718 JUDY",-79.4692,38.7028,591,"MESOWEST","306092"
"G4747","GW4747 SAN D",-117.0797,32.7542,113,"MESOWEST","306093"
"G4722","GW4722 SHANG",-78.1287,39.4395,151,"MESOWEST","306094"
"G4723","GW4723 FALLI",-77.9103,39.5792,140,"MESOWEST","306095"
"AW608","WX4KNX-13 KN",-83.8700,35.9243,301,"MESOWEST","306096"
"G4742","GW4742 JACKS",-71.1642,44.1448,430,"MESOWEST","306097"
"G3906","GW3906 NORTH",-93.0000,45.0100,292,"MESOWEST","306098"
"G4731","GW4731 SUMMI",-77.9813,39.2653,175,"MESOWEST","306099"
"G4785","GW4785 WADDY",-85.1085,38.1190,249,"MESOWEST","306100"
"AW600","KC7UNY-13 QU",-111.6800,33.2652,409,"MESOWEST","306102"
"AW591","KC5CAM-13 DE",-97.1412,33.2363,206,"MESOWEST","306103"
"G4766","GW4766 BROWN",-86.4205,39.8592,276,"MESOWEST","306104"
"G4771","GW4771 POULT",-73.2143,43.4673,144,"MESOWEST","306106"
"G4719","GW4719 BRAND",-79.1882,38.6727,507,"MESOWEST","306108"
"G4724","GW4724 MARTI",-77.9810,39.4973,172,"MESOWEST","306109"
"FSLO","FOSSIL",-120.2338,45.0106,777,"AGRIMET","306279"
"HMPO","HAMPTON",-120.3147,43.6983,1350,"AGRIMET","306280"
"PRNO","PRINEVILLE",-120.9171,44.3667,892,"AGRIMET","306281"
"2172W","Exactech Sar",-82.5514,27.4044,24,"MESOWEST","306294"
"2179W","Jeff Davis C",-82.6164,31.8737,25,"MESOWEST","306306"
"2178W","Madison Crea",-83.4022,30.4787,8,"MESOWEST","306457"
"2169W","Exactech Gai",-82.3562,29.7183,60,"MESOWEST","306458"
"2173W","Becker Tree",-80.1940,27.0108,12,"MESOWEST","306459"
"2174W","City of Mans",-97.1248,32.5664,45,"MESOWEST","306460"
"2177W","Smith County",-95.2211,32.3161,24,"MESOWEST","306461"
"DY019","VT Shenandoa",-79.1150,38.0419,452,"MESOWEST","306467"
"2186W","FSWN Desoto",-82.0039,27.0597,10,"MESOWEST","306651"
"2205W","FSWN Suwanne",-83.2425,30.2499,80,"MESOWEST","306652"
"2216W","UWF Rec Plex",-87.2128,30.5460,10,"MESOWEST","306653"
"2232W","FSWN Gilchri",-82.7400,29.8646,10,"MESOWEST","306664"
"2197W","FSWN Osceola",-81.3370,28.2767,10,"MESOWEST","306665"
"2208W","FSWN Suwanne",-83.0132,30.4039,10,"MESOWEST","306666"
"2211W","City of Trou",-95.1198,32.1443,25,"MESOWEST","306667"
"2248W","Regional Tra",-90.0889,29.9672,45,"MESOWEST","306740"
"2262W","Maclay Schoo",-84.2739,30.5250,10,"MESOWEST","306741"
"2204W","FSWN Suwanne",-82.9985,30.2955,10,"MESOWEST","306780"
"2242W","NOFD Engine",-90.0234,30.0227,10,"MESOWEST","306814"
"2250W","FSWN Levy Sh",-83.0632,29.2100,13,"MESOWEST","306818"
"2228W","FSWN Nassau",-81.9073,30.6890,10,"MESOWEST","306820"
"2236W","FSWN Hillsbo",-82.1626,27.7848,10,"MESOWEST","306827"
"2191W","FSWN Dixie C",-83.1115,29.6254,23,"MESOWEST","306829"
"2220W","FSWN Orange",-81.0750,28.4995,10,"MESOWEST","306830"
"2261W","FSWN Estero",-81.6471,26.4511,10,"MESOWEST","306831"
"2221W","FSWN Orange",-81.4474,28.6250,26,"MESOWEST","306832"
"2225W","FSWN Suwanne",-82.7989,30.2745,10,"MESOWEST","306833"
"2200W","FSWN Osceola",-81.0823,28.2770,12,"MESOWEST","306835"
"2229W","FSWN Nassau",-81.6328,30.6122,25,"MESOWEST","306836"
"2237W","FSWN Hillsbo",-82.3887,27.7146,14,"MESOWEST","306837"
"2184W","FSWN Desoto",-81.9021,27.1624,20,"MESOWEST","306838"
"2213W","BTF South",-80.2022,27.0038,12,"MESOWEST","306839"
"2239W","FSWN Hillsbo",-82.1974,27.9382,10,"MESOWEST","306840"
"2268W","FSWN Coconut",-80.1982,26.2842,10,"MESOWEST","306841"
"2194W","SCDNR Webb W",-81.2875,32.6025,10,"MESOWEST","306842"
"2196W","FSWN Hillsbo",-82.3495,27.9666,20,"MESOWEST","306843"
"2224W","FSWN Orange",-81.2850,28.5220,10,"MESOWEST","306844"
"2210W","FSWN Levy Bi",-82.7589,29.0026,20,"MESOWEST","306845"
"2222W","FSWN Orange",-81.4007,28.4399,10,"MESOWEST","306846"
"2230W","FSWN Nassau",-81.8208,30.5995,10,"MESOWEST","306849"
"2257W","Pasco Fire R",-82.5541,28.3987,40,"MESOWEST","306850"
"2265W","FSWN Osceola",-81.2743,28.3320,10,"MESOWEST","306851"
"2233W","FSWN Frankli",-84.3728,29.8958,30,"MESOWEST","306852"
"2182W","Massanutten",-78.7615,38.3983,618,"MESOWEST","306853"
"2245W","City Equipme",-90.0313,29.9999,10,"MESOWEST","306854"
"785SE","785SE",-118.9729,34.3149,252,"MESOWEST","307214"
"DY012","VT Alson H.",-78.2802,39.1115,284,"MESOWEST","308152"
"DY013","VT Eastern S",-75.8214,37.5840,9,"MESOWEST","308153"
"DY021","VT Southern",-77.9491,37.1017,126,"MESOWEST","308154"
"DY016","VT Kentland",-80.5781,37.1962,536,"MESOWEST","308155"
"DY024","VT Urban Hor",-80.4648,37.2162,624,"MESOWEST","308156"
"DY014","VT Eastern V",-76.7766,37.9881,41,"MESOWEST","308157"
"DY015","VT Hampton R",-76.1796,36.8920,6,"MESOWEST","308158"
"DY017","VT Middlebur",-77.7391,38.9527,159,"MESOWEST","308159"
"DY023","VT Tidewater",-76.7670,36.6851,26,"MESOWEST","308160"
"DY020","VT Southern",-77.9561,37.0881,133,"MESOWEST","308162"
"DY022","VT Southwest",-81.8075,36.7724,630,"MESOWEST","308163"
"SSRNA","Horry Countr",-79.0550,33.8007,6,"MESOWEST","308174"
"TW112","Game Warden",-98.3359,31.5288,429,"MESOWEST","308498"
"TW113","Wood County",-95.2010,32.6740,124,"MESOWEST","308499"
"593PG","Kerman",-120.0602,36.7164,66,"MESOWEST","308690"
"G4797","GW4797 WILLI",-76.9988,41.3012,338,"MESOWEST","308691"
"G4793","GW4793 OLATO",-86.7535,37.4973,165,"MESOWEST","308692"
"G4801","GW4801 METAI",-90.2167,29.9833,2,"MESOWEST","308693"
"G4775","GW4775 TIOGA",-80.6655,38.3817,679,"MESOWEST","308694"
"AW622","KF4WSW-13 TA",-82.7775,28.1602,5,"MESOWEST","308695"
"G4804","GW4804 BASTR",-91.9202,32.8013,43,"MESOWEST","308696"
"G4807","GW4807 HARTV",-92.5105,37.2508,366,"MESOWEST","308697"
"G4777","GW4777 VERNO",-99.2970,34.1510,381,"MESOWEST","308698"
"G4786","GW4786 WESTM",-77.0178,39.4667,229,"MESOWEST","308699"
"G4772","GW4772 GATES",-87.5477,30.7083,61,"MESOWEST","308700"
"G4806","GW4806 AUSTI",-93.0008,43.6530,373,"MESOWEST","308701"
"PVTO","PROVOLT",-123.2550,42.3145,345,"AGRIMET","308874"
"SSFJC","SFWMD 16",-81.2049,26.7901,8,"MESOWEST","309081"
"SSAWT","SFWMD 26",-80.8551,25.7974,5,"MESOWEST","309082"
"MTM98","Ruby Creek",-109.1500,45.0700,1437,"MESOWEST","309235"
"MTM99","Steamboat",-108.1400,46.2400,1081,"MESOWEST","309236"
"786SE","SCE-3792",-117.0720,33.4935,348,"MESOWEST","309426"
"548PG","Johnson Park",-121.6273,40.9223,966,"MESOWEST","309427"
"544PG","Zogg Mine Ro",-122.5637,40.5185,361,"MESOWEST","310298"
"PC450","Evanston Nor",-110.9026,41.3481,2511,"MESOWEST","310831"
"G4795","GW4795 SNOHO",-122.0892,47.9240,46,"MESOWEST","310833"
"AW628","KM5R EVANT",-98.1318,31.5187,360,"MESOWEST","310834"
"G4812","GW4812 BERNA",-74.5707,40.7238,139,"MESOWEST","310835"
"G4820","GW4820 TROUT",-80.9157,35.6992,272,"MESOWEST","310836"
"G4803","GW4803 HOBAR",-98.9378,35.0221,455,"MESOWEST","310837"
"AW632","W1HVD BRIDGE",-70.9612,41.9627,26,"MESOWEST","310838"
"G4813","GW4813 ENON",-83.9425,39.8632,272,"MESOWEST","310839"
"AW631","KI5NXU GRAFO",-98.4318,32.9227,314,"MESOWEST","310841"
"G4823","GW4823 PERKI",-75.5450,40.3445,116,"MESOWEST","310842"
"G4763","GW4763 GUERR",-107.5048,28.4077,2133,"MESOWEST","310843"
"G4821","GW4821 GOODY",-112.4443,33.3450,307,"MESOWEST","310844"
"542PG","Nunes Rd",-122.2218,40.3214,135,"MESOWEST","311011"
"PC451","Kemmerer Nor",-110.5361,41.3680,2114,"MESOWEST","311181"
"21A99S","DECLINE CREE",-121.4550,48.2359,1366,"SNOTEL","311377"
"PC452","Cottonwood M",-110.3025,42.8615,2387,"MESOWEST","311556"
"PC454","Moss Rock",-108.7708,42.8050,1828,"MESOWEST","311558"
"PC453","Baldwin Cree",-108.7817,42.8463,1712,"MESOWEST","311559"
"ARST2","ABERNATHY 5E",-101.7572,33.8754,1015,"SYNOPTIC","312076"
"ATST2","AMHERST 1NE",-102.4045,34.0218,1111,"SYNOPTIC","312077"
"AOST2","ANTON 6SSW",-102.1908,33.7253,1037,"SYNOPTIC","312078"
"ASST2","ASPERMONT 3N",-100.1960,33.1679,530,"SYNOPTIC","312079"
"CEST2","CLARENDON 2W",-100.9300,34.9249,864,"SYNOPTIC","312080"
"BWST2","BROWNFIELD 2",-102.2710,33.1519,1010,"SYNOPTIC","312081"
"FLST2","FLOYDADA 2NN",-101.3259,34.0016,968,"SYNOPTIC","312082"
"DMST2","DIMMITT 2NE",-102.2932,34.5675,1181,"SYNOPTIC","312083"
"FVST2","FLUVANNA 3WN",-101.2019,32.8990,824,"SYNOPTIC","312084"
"FAST2","FRIONA 2NE",-102.6910,34.6545,1220,"SYNOPTIC","312085"
"GGST2","GAIL 2ESE",-101.4144,32.7551,776,"SYNOPTIC","312086"
"GHST2","GRAHAM 5SSW",-101.5162,33.0815,874,"SYNOPTIC","312087"
"HAST2","HART 3N",-102.1074,34.4232,1125,"SYNOPTIC","312088"
"JTST2","JAYTON 1SSE",-100.5678,33.2324,612,"SYNOPTIC","312089"
"LWST2","LUBBOCK 3WNW",-101.8992,33.6041,985,"SYNOPTIC","312090"
"LDST2","LEVELLAND 4S",-102.3600,33.5265,1065,"SYNOPTIC","312091"
"LMST2","LAMESA 1S",-101.9517,32.7179,902,"SYNOPTIC","312092"
"MEST2","MEMPHIS 1NE",-100.5254,34.7314,626,"SYNOPTIC","312093"
"ONST2","OLTON 6S",-102.1181,34.0938,1086,"SYNOPTIC","312094"
"MUST2","MULESHOE 2SS",-102.7424,34.2064,1160,"SYNOPTIC","312095"
"OEST2","O DONNELL 1W",-101.8419,32.9667,929,"SYNOPTIC","312096"
"MNST2","MORTON 1ENE",-102.7398,33.7348,1144,"SYNOPTIC","312097"
"PPST2","PLAINS 3N",-102.8394,33.2281,1131,"SYNOPTIC","312098"
"PADT2","PADUCAH 10SW",-100.3989,33.8905,616,"SYNOPTIC","312099"
"PVST2","PLAINVIEW 1S",-101.7079,34.1787,1023,"SYNOPTIC","312100"
"PAMT2","PAMPA 2E",-100.9277,35.5395,980,"SYNOPTIC","312101"
"RAST2","RALLS 1SE",-101.3758,33.6684,943,"SYNOPTIC","312102"
"PTST2","POST 1SSW",-101.3680,33.2003,791,"SYNOPTIC","312103"
"REST2","REESE CENTER",-102.0460,33.6076,1018,"SYNOPTIC","312104"
"SGST2","SEAGRAVES 1S",-102.5744,32.9364,1024,"SYNOPTIC","312105"
"SMST2","SEMINOLE 2NN",-102.6358,32.7408,1009,"SYNOPTIC","312106"
"RRST2","ROARING SPRI",-100.8454,33.9364,797,"SYNOPTIC","312107"
"STST2","SILVERTON 7E",-101.1905,34.4454,975,"SYNOPTIC","312108"
"SLST2","SLATON 2NE",-101.6172,33.4569,934,"SYNOPTIC","312109"
"SPST2","SPUR 1W",-100.8764,33.4809,697,"SYNOPTIC","312110"
"SYST2","SNYDER 3E",-100.8617,32.7161,740,"SYNOPTIC","312111"
"SDST2","SUNDOWN 8WSW",-102.6099,33.3891,1104,"SYNOPTIC","312112"
"TAST2","TAHOKA 3NNE",-101.7803,33.2075,946,"SYNOPTIC","312113"
"TLST2","TULIA 2ENE",-101.7405,34.5429,1060,"SYNOPTIC","312114"
"WLST2","WHITE RIVER",-101.1651,33.5253,824,"SYNOPTIC","312115"
"PFST2","GUTHRIE 10WS",-100.4806,33.5670,608,"SYNOPTIC","312118"
"GDST2","GOODLETT 3W",-99.9397,34.3439,501,"SYNOPTIC","312120"
"DVST2","DENVER CITY",-102.9387,32.9908,1113,"SYNOPTIC","312121"
"HEST2","HEREFORD 2NW",-102.4248,34.8308,1177,"SYNOPTIC","312122"
"LHST2","LAKE ALAN HE",-101.0579,33.0772,707,"SYNOPTIC","312123"
"WOST2","WOLFFORTH 6S",-102.0498,33.4207,1007,"SYNOPTIC","312124"
"MCST2","MCLEAN 1E",-100.5749,35.2372,872,"SYNOPTIC","312125"
"AWST2","ANDREWS 2E",-102.5167,32.3201,965,"SYNOPTIC","312126"
"TUST2","TURKEY 2WSW",-100.9318,34.3790,746,"SYNOPTIC","312127"
"CXST2","CHILDRESS 2N",-100.1989,34.4565,592,"SYNOPTIC","312128"
"GCMT2","ST. LAWRENCE",-101.6002,31.6565,820,"SYNOPTIC","312129"
"NORT2","NORTHFIELD 1",-100.6044,34.2730,636,"SYNOPTIC","312130"
"SJST2","SAN ANGELO 7",-100.5133,31.5426,596,"SYNOPTIC","312131"
"HAXT2","HASKELL 1NW",-99.7442,33.1747,489,"SYNOPTIC","312132"
"SEST2","SEYMOUR 3NW",-99.2910,33.6323,396,"SYNOPTIC","312133"
"WGST2","WALL 2E",-100.2663,31.3788,569,"SYNOPTIC","312134"
"KXST2","KNOX CITY 3N",-99.8650,33.4456,448,"SYNOPTIC","312135"
"PSST2","PINE SPRINGS",-104.8100,31.8913,1698,"SYNOPTIC","312136"
"OLST2","ODELL 4ENE",-99.3541,34.3653,417,"SYNOPTIC","312137"
"CYAT2","COYANOSA 2N",-103.0671,31.2767,783,"SYNOPTIC","312138"
"BIGT2","BIG LAKE 1WN",-101.4694,31.1931,823,"SYNOPTIC","312139"
"CATT2","QUITAQUE 3NN",-101.0684,34.4125,807,"SYNOPTIC","312140"
"AIKT2","AIKEN 3WSW",-101.5695,34.1331,1012,"SYNOPTIC","312141"
"AMNT2","AMARILLO 9NN",-101.8063,35.3360,1019,"SYNOPTIC","312142"
"ANXT2","AMARILLO 15N",-101.9322,35.4165,1012,"SYNOPTIC","312143"
"ASOT2","AMARILLO 7SS",-101.7996,35.1127,1100,"SYNOPTIC","312144"
"BLST2","BOOTLEG 11WN",-102.9903,34.8861,1348,"SYNOPTIC","312145"
"BYST2","BOYS RANCH 1",-102.2680,35.5260,976,"SYNOPTIC","312146"
"CEET2","CLYDE 2WNW",-99.5335,32.4161,612,"SYNOPTIC","312147"
